item_id,order_id,product_id,quantity,unit_price
244,158,7,2,3.3
245,159,3,1,3.2
246,159,15,1,4.5
247,160,19,1,3.8
248,161,15,1,4.5
249,162,3,1,3.2
250,162,4,1,3.4
251,162,14,1,2.9
252,163,8,1,3.1
253,164,21,1,3.2
254,165,12,2,2.7
255,166,19,1,3.8
256,167,7,1,3.3
257,167,4,2,3.4
258,168,5,1,3.5
259,168,18,1,3.8
260,169,23,1,4.1
261,169,22,1,4.0
262,170,22,1,4.0
263,171,8,1,3.1
264,172,8,1,3.1
265,173,4,1,3.4
266,174,1,1,2.5
267,175,19,1,3.8
268,176,8,1,3.1
269,176,1,1,2.5
270,177,23,1,4.1
271,178,14,1,2.9
272,179,3,1,3.2
273,180,7,1,3.3
274,181,7,1,3.3
275,181,2,1,2.8
276,182,18,1,3.8
277,183,20,1,3.9
278,184,2,2,2.8
279,185,3,1,3.2
280,186,17,1,4.2
281,187,4,1,3.4
282,188,16,1,2.8
283,189,14,1,2.9
284,189,1,1,2.5
285,190,4,1,3.4
286,190,15,1,4.5
287,191,5,2,3.5
288,192,14,1,2.9
289,193,7,1,3.3
290,194,7,1,3.3
291,194,1,1,2.5
292,194,3,1,3.2
293,195,19,1,3.8
294,195,8,2,3.1
295,195,5,1,3.5
296,196,23,1,4.1
297,197,8,1,3.1
298,198,6,2,3.7
299,198,7,1,3.3
300,199,5,1,3.5
301,200,15,1,4.5
302,200,1,2,2.5
303,201,19,1,3.8
304,201,4,1,3.4
305,202,5,1,3.5
306,203,11,2,2.6
307,203,2,1,2.8
308,204,22,1,4.0
309,204,4,1,3.4
310,205,23,1,4.1
311,206,17,1,4.2
312,206,1,1,2.5
313,207,4,1,3.4
314,208,17,1,4.2
315,209,20,1,3.9
316,210,12,1,2.7
317,211,23,1,4.1
318,212,18,1,3.8
319,213,13,1,2.8
320,214,20,1,3.9
321,214,5,2,3.5
322,215,13,1,2.8
323,215,7,1,3.3
324,216,22,1,4.0
325,217,20,1,3.9
326,218,8,1,3.1
327,219,3,1,3.2
328,219,2,1,2.8
329,220,5,2,3.5
330,220,6,1,3.7
331,220,5,1,3.5
332,221,14,1,2.9
333,221,21,1,3.2
334,222,2,1,2.8
335,222,2,1,2.8
336,223,20,2,3.9
337,223,3,1,3.2
338,223,2,1,2.8
339,224,16,1,2.8
340,224,2,1,2.8
341,225,2,1,2.8
342,226,2,2,2.8
343,226,21,1,3.2
344,227,22,1,4.0
345,227,5,1,3.5
346,228,5,1,3.5
347,229,3,1,3.2
348,229,12,1,2.7
349,230,16,2,2.8
350,230,5,1,3.5
351,231,20,1,3.9
352,232,17,2,4.2
353,233,23,2,4.1
354,233,10,1,2.6
355,233,16,1,2.8
356,234,9,1,2.6
357,235,6,1,3.7
358,235,23,2,4.1
359,236,18,1,3.8
360,237,1,2,2.5
361,238,21,1,3.2
362,238,8,1,3.1
363,239,6,2,3.7
364,239,1,1,2.5
365,239,8,2,3.1
366,240,4,1,3.4
367,241,4,1,3.4
368,242,7,1,3.3
369,243,3,1,3.2
370,243,6,1,3.7
371,244,19,1,3.8
372,244,3,1,3.2
373,245,14,1,2.9
374,246,10,1,2.6
375,247,16,2,2.8
376,247,4,2,3.4
377,248,1,1,2.5
378,249,2,1,2.8
379,249,2,1,2.8
380,250,10,1,2.6
381,250,6,1,3.7
382,251,15,2,4.5
383,251,20,1,3.9
384,252,15,1,4.5
385,253,19,1,3.8
386,254,15,1,4.5
387,255,17,1,4.2
388,256,4,1,3.4
389,257,15,1,4.5
390,258,21,1,3.2
391,259,17,1,4.2
392,260,3,1,3.2
393,260,16,1,2.8
394,260,12,1,2.7
395,261,1,1,2.5
396,262,12,1,2.7
397,263,17,1,4.2
398,263,17,1,4.2
399,263,6,1,3.7
400,264,3,1,3.2
401,265,4,2,3.4
402,266,1,1,2.5
403,266,3,1,3.2
404,267,10,1,2.6
405,268,6,1,3.7
406,269,23,1,4.1
407,269,4,1,3.4
408,270,14,1,2.9
409,270,21,1,3.2
410,271,8,1,3.1
411,272,7,1,3.3
412,272,1,1,2.5
413,273,13,2,2.8
414,273,1,1,2.5
415,274,14,1,2.9
416,274,14,1,2.9
417,275,9,1,2.6
418,275,22,1,4.0
419,276,18,1,3.8
420,277,2,1,2.8
421,277,22,1,4.0
422,278,5,1,3.5
423,279,12,1,2.7
424,279,7,2,3.3
425,280,8,1,3.1
426,280,7,2,3.3
427,280,1,2,2.5
428,281,6,1,3.7
429,281,15,1,4.5
430,281,3,1,3.2
431,282,6,1,3.7
432,283,16,2,2.8
433,283,10,1,2.6
434,284,4,1,3.4
435,285,6,2,3.7
436,285,8,1,3.1
437,286,4,1,3.4
438,286,4,1,3.4
439,287,5,1,3.5
440,287,23,1,4.1
441,288,5,1,3.5
442,288,4,1,3.4
443,289,16,2,2.8
444,289,8,1,3.1
445,290,8,1,3.1
446,290,5,1,3.5
447,290,5,1,3.5
448,291,7,1,3.3
449,291,6,1,3.7
450,291,6,1,3.7
451,292,19,1,3.8
452,293,19,1,3.8
453,293,14,1,2.9
454,294,19,1,3.8
455,295,1,1,2.5
456,296,7,2,3.3
457,296,6,1,3.7
458,296,6,1,3.7
459,297,17,2,4.2
460,298,10,2,2.6
461,299,16,1,2.8
462,299,2,1,2.8
463,300,9,1,2.6
464,300,22,1,4.0
465,301,1,1,2.5
466,301,18,1,3.8
467,302,7,1,3.3
468,302,15,2,4.5
469,303,14,1,2.9
470,304,2,1,2.8
471,304,17,1,4.2
472,305,8,1,3.1
473,306,2,1,2.8
474,307,18,1,3.8
475,307,18,1,3.8
476,307,20,1,3.9
477,308,22,1,4.0
478,308,16,1,2.8
479,309,18,1,3.8
480,310,6,2,3.7
481,310,3,1,3.2
482,311,5,1,3.5
483,311,4,1,3.4
484,312,13,1,2.8
485,312,14,1,2.9
486,313,5,1,3.5
487,313,14,1,2.9
488,313,5,2,3.5
489,314,4,1,3.4
490,314,4,1,3.4
491,315,16,1,2.8
492,315,17,1,4.2
493,316,4,2,3.4
494,317,7,1,3.3
495,318,20,1,3.9
496,319,20,1,3.9
497,320,19,1,3.8
498,320,17,1,4.2
499,321,7,2,3.3
500,321,8,1,3.1
501,322,6,1,3.7
502,322,4,1,3.4
503,323,4,2,3.4
504,324,8,1,3.1
505,324,3,1,3.2
506,325,5,1,3.5
507,326,23,1,4.1
508,327,13,2,2.8
509,328,8,1,3.1
510,329,2,1,2.8
511,329,23,1,4.1
512,330,4,1,3.4
513,331,21,1,3.2
514,332,6,1,3.7
515,333,22,2,4.0
516,334,8,1,3.1
517,335,7,1,3.3
518,335,12,2,2.7
519,336,20,1,3.9
520,336,20,1,3.9
521,337,6,1,3.7
522,338,1,1,2.5
523,338,18,1,3.8
524,338,4,1,3.4
525,339,16,1,2.8
526,340,23,1,4.1
527,341,6,1,3.7
528,342,2,1,2.8
529,343,9,1,2.6
530,344,10,1,2.6
531,345,1,1,2.5
532,345,5,1,3.5
533,346,19,2,3.8
534,347,4,1,3.4
535,347,18,2,3.8
536,348,10,1,2.6
537,349,2,1,2.8
538,349,8,1,3.1
539,350,23,1,4.1
540,350,6,1,3.7
541,351,12,1,2.7
542,352,1,1,2.5
543,353,22,1,4.0
544,354,14,1,2.9
545,354,3,2,3.2
546,355,9,1,2.6
547,355,7,1,3.3
548,356,7,1,3.3
549,357,8,1,3.1
550,357,8,1,3.1
551,358,1,1,2.5
552,359,17,1,4.2
553,359,19,2,3.8
554,359,4,1,3.4
555,360,21,1,3.2
556,360,10,1,2.6
557,360,3,1,3.2
558,361,4,1,3.4
559,361,1,1,2.5
560,361,21,1,3.2
561,362,2,1,2.8
562,363,3,1,3.2
563,363,2,1,2.8
564,364,8,1,3.1
565,364,8,1,3.1
566,365,6,1,3.7
567,366,9,1,2.6
568,367,7,1,3.3
569,367,8,1,3.1
570,368,23,1,4.1
571,368,6,1,3.7
572,368,23,1,4.1
573,369,8,1,3.1
574,370,8,1,3.1
575,371,17,1,4.2
576,372,2,1,2.8
577,373,16,1,2.8
578,374,17,1,4.2
579,374,8,1,3.1
580,375,22,1,4.0
581,376,18,1,3.8
582,376,3,1,3.2
583,376,18,1,3.8
584,377,18,1,3.8
585,378,4,2,3.4
586,378,7,2,3.3
587,378,15,1,4.5
588,379,10,1,2.6
589,379,10,1,2.6
590,379,1,1,2.5
591,380,19,1,3.8
592,381,12,1,2.7
593,382,3,1,3.2
594,383,3,1,3.2
595,383,2,1,2.8
596,384,15,1,4.5
597,385,7,1,3.3
598,386,14,1,2.9
599,386,6,1,3.7
600,386,17,1,4.2
601,387,11,1,2.6
602,388,2,1,2.8
603,389,19,1,3.8
604,389,18,1,3.8
605,390,17,1,4.2
606,391,2,1,2.8
607,391,14,1,2.9
608,391,2,1,2.8
609,392,1,1,2.5
610,392,4,1,3.4
611,393,17,1,4.2
612,394,9,1,2.6
613,394,8,2,3.1
614,395,11,2,2.6
615,395,1,1,2.5
616,395,21,1,3.2
617,396,8,1,3.1
618,397,2,1,2.8
619,397,23,1,4.1
620,397,12,1,2.7
621,398,1,1,2.5
622,399,15,1,4.5
623,399,14,1,2.9
624,400,6,1,3.7
625,401,5,1,3.5
626,402,13,1,2.8
627,402,4,1,3.4
628,403,4,1,3.4
629,403,2,1,2.8
630,404,19,1,3.8
631,405,4,1,3.4
632,405,16,2,2.8
633,405,16,1,2.8
634,406,16,1,2.8
635,407,12,1,2.7
636,408,1,1,2.5
637,409,7,1,3.3
638,409,7,1,3.3
639,410,13,1,2.8
640,411,19,1,3.8
641,412,19,2,3.8
642,413,21,2,3.2
643,414,8,1,3.1
644,414,3,1,3.2
645,414,3,1,3.2
646,415,2,1,2.8
647,415,22,1,4.0
648,416,2,2,2.8
649,417,1,1,2.5
650,418,19,1,3.8
651,419,12,2,2.7
652,420,8,1,3.1
653,420,8,1,3.1
654,421,2,1,2.8
655,421,5,1,3.5
656,422,8,1,3.1
657,422,1,1,2.5
658,423,20,1,3.9
659,424,7,1,3.3
660,424,8,1,3.1
661,425,3,1,3.2
662,426,4,1,3.4
663,426,13,1,2.8
664,426,7,1,3.3
665,427,5,1,3.5
666,428,11,2,2.6
667,428,4,1,3.4
668,429,20,1,3.9
669,429,16,1,2.8
670,430,17,1,4.2
671,431,11,1,2.6
672,432,3,1,3.2
673,433,19,1,3.8
674,434,22,1,4.0
675,434,14,1,2.9
676,435,17,1,4.2
677,436,17,1,4.2
678,436,9,2,2.6
679,436,2,1,2.8
680,437,12,2,2.7
681,438,7,1,3.3
682,439,3,1,3.2
683,440,18,1,3.8
684,440,7,1,3.3
685,441,5,1,3.5
686,441,5,1,3.5
687,442,1,1,2.5
688,443,3,1,3.2
689,444,12,1,2.7
690,444,8,1,3.1
691,445,3,1,3.2
692,446,6,2,3.7
693,446,4,1,3.4
694,447,4,1,3.4
695,448,23,1,4.1
696,448,5,2,3.5
697,449,7,1,3.3
698,449,2,1,2.8
699,450,8,1,3.1
700,450,9,1,2.6
701,450,2,1,2.8
702,451,14,1,2.9
703,452,7,1,3.3
704,453,6,1,3.7
705,454,20,1,3.9
706,455,17,1,4.2
707,456,17,1,4.2
708,456,3,1,3.2
709,457,7,1,3.3
710,458,20,1,3.9
711,459,1,1,2.5
712,459,7,1,3.3
713,460,15,1,4.5
714,461,20,1,3.9
715,462,2,1,2.8
716,463,19,1,3.8
717,464,12,1,2.7
718,465,2,1,2.8
719,466,3,1,3.2
720,466,11,1,2.6
721,466,18,1,3.8
722,467,6,1,3.7
723,468,14,1,2.9
724,469,14,2,2.9
725,470,12,1,2.7
726,470,17,1,4.2
727,471,5,1,3.5
728,472,7,1,3.3
729,472,2,1,2.8
730,472,8,1,3.1
731,473,18,2,3.8
732,473,1,1,2.5
733,473,2,1,2.8
734,474,15,1,4.5
735,474,21,1,3.2
736,475,22,1,4.0
737,475,6,2,3.7
738,476,4,1,3.4
739,477,2,1,2.8
740,478,1,1,2.5
741,478,2,2,2.8
742,479,3,1,3.2
743,479,5,1,3.5
744,480,3,1,3.2
745,481,6,1,3.7
746,481,6,1,3.7
747,482,15,1,4.5
748,482,22,1,4.0
749,483,6,1,3.7
750,483,5,1,3.5
751,484,4,1,3.4
752,485,13,1,2.8
753,486,2,1,2.8
754,487,14,1,2.9
755,487,1,2,2.5
756,488,1,1,2.5
757,489,8,1,3.1
758,490,19,1,3.8
759,490,6,1,3.7
760,491,18,1,3.8
761,492,1,1,2.5
762,492,20,1,3.9
763,492,3,1,3.2
764,493,12,1,2.7
765,493,23,1,4.1
766,494,22,2,4.0
767,495,22,1,4.0
768,495,18,1,3.8
769,496,8,1,3.1
770,496,3,1,3.2
771,497,19,1,3.8
772,497,5,1,3.5
773,498,13,1,2.8
774,499,10,1,2.6
775,500,18,1,3.8
776,500,2,2,2.8
777,501,1,1,2.5
778,502,7,1,3.3
779,503,10,1,2.6
780,503,10,1,2.6
781,504,6,1,3.7
782,505,6,1,3.7
783,505,6,1,3.7
784,506,2,2,2.8
785,506,4,1,3.4
786,507,5,1,3.5
787,507,4,1,3.4
788,508,12,2,2.7
789,509,4,1,3.4
790,510,8,1,3.1
791,510,18,1,3.8
792,511,11,1,2.6
793,512,5,1,3.5
794,513,5,1,3.5
795,513,23,2,4.1
796,514,21,1,3.2
797,515,19,1,3.8
798,515,8,1,3.1
799,515,16,1,2.8
800,516,10,1,2.6
801,517,4,2,3.4
802,518,16,2,2.8
803,518,2,2,2.8
804,519,20,1,3.9
805,519,22,1,4.0
806,520,3,1,3.2
807,520,7,1,3.3
808,521,15,2,4.5
809,521,4,1,3.4
810,522,3,1,3.2
811,523,5,1,3.5
812,523,1,2,2.5
813,524,4,2,3.4
814,525,13,1,2.8
815,526,1,2,2.5
816,526,2,1,2.8
817,527,22,1,4.0
818,527,16,1,2.8
819,528,22,1,4.0
820,528,6,1,3.7
821,529,10,1,2.6
822,530,13,2,2.8
823,531,13,1,2.8
824,532,13,1,2.8
825,533,2,1,2.8
826,533,6,1,3.7
827,534,22,1,4.0
828,535,6,1,3.7
829,536,9,1,2.6
830,536,7,1,3.3
831,537,2,1,2.8
832,538,19,1,3.8
833,539,19,1,3.8
834,539,22,2,4.0
835,540,13,1,2.8
836,541,2,1,2.8
837,541,18,1,3.8
838,541,15,2,4.5
839,542,2,1,2.8
840,543,4,1,3.4
841,544,21,2,3.2
842,544,1,1,2.5
843,545,22,2,4.0
844,545,19,1,3.8
845,545,17,1,4.2
846,546,5,1,3.5
847,547,6,1,3.7
848,547,21,1,3.2
849,548,11,1,2.6
850,549,19,1,3.8
851,549,22,1,4.0
852,550,8,1,3.1
853,551,8,1,3.1
854,551,7,1,3.3
855,552,8,1,3.1
856,553,12,1,2.7
857,554,5,1,3.5
858,554,8,1,3.1
859,554,5,1,3.5
860,555,4,1,3.4
861,555,3,1,3.2
862,556,4,1,3.4
863,557,6,1,3.7
864,558,9,2,2.6
865,559,17,1,4.2
866,560,8,1,3.1
867,561,20,1,3.9
868,562,9,1,2.6
869,562,22,2,4.0
870,562,10,1,2.6
871,563,8,2,3.1
872,564,4,1,3.4
873,564,17,1,4.2
874,565,19,2,3.8
875,566,23,1,4.1
876,567,6,1,3.7
877,568,2,1,2.8
878,569,21,1,3.2
879,570,8,1,3.1
880,570,3,1,3.2
881,570,17,1,4.2
882,571,21,1,3.2
883,571,20,1,3.9
884,571,21,2,3.2
885,572,13,1,2.8
886,572,16,1,2.8
887,572,14,1,2.9
888,573,8,2,3.1
889,574,3,1,3.2
890,574,17,1,4.2
891,575,17,1,4.2
892,576,16,1,2.8
893,576,16,1,2.8
894,577,3,1,3.2
895,577,8,1,3.1
896,578,10,1,2.6
897,578,14,1,2.9
898,579,7,1,3.3
899,580,4,1,3.4
900,580,14,1,2.9
901,581,8,1,3.1
902,582,23,1,4.1
903,583,1,1,2.5
904,584,19,1,3.8
905,585,8,1,3.1
906,585,20,2,3.9
907,586,1,1,2.5
908,586,8,1,3.1
909,587,13,1,2.8
910,587,23,1,4.1
911,587,7,1,3.3
912,588,4,1,3.4
913,589,1,1,2.5
914,589,5,1,3.5
915,590,18,2,3.8
916,591,5,1,3.5
917,592,12,1,2.7
918,593,2,1,2.8
919,594,5,1,3.5
920,594,5,1,3.5
921,595,8,1,3.1
922,595,13,1,2.8
923,596,4,1,3.4
924,596,21,1,3.2
925,597,16,1,2.8
926,597,5,1,3.5
927,598,6,1,3.7
928,599,23,1,4.1
929,599,21,1,3.2
930,600,3,1,3.2
931,600,2,1,2.8
932,601,1,1,2.5
933,602,13,1,2.8
934,603,21,1,3.2
935,604,8,1,3.1
936,605,6,1,3.7
937,605,4,1,3.4
938,606,6,1,3.7
939,607,3,1,3.2
940,608,17,1,4.2
941,608,3,1,3.2
942,609,2,1,2.8
943,609,7,1,3.3
944,610,1,1,2.5
945,611,6,1,3.7
946,611,6,1,3.7
947,612,3,1,3.2
948,613,8,2,3.1
949,613,12,1,2.7
950,614,7,1,3.3
951,614,2,1,2.8
952,615,1,1,2.5
953,615,5,2,3.5
954,616,22,1,4.0
955,617,6,2,3.7
956,617,19,1,3.8
957,618,17,1,4.2
958,618,3,1,3.2
959,619,14,1,2.9
960,620,15,1,4.5
961,621,4,1,3.4
962,621,21,1,3.2
963,621,13,1,2.8
964,622,2,1,2.8
965,622,20,1,3.9
966,623,8,1,3.1
967,624,6,1,3.7
968,624,8,2,3.1
969,625,2,2,2.8
970,626,13,1,2.8
971,626,20,1,3.9
972,627,21,1,3.2
973,628,4,1,3.4
974,629,3,1,3.2
975,629,5,1,3.5
976,630,11,1,2.6
977,630,15,1,4.5
978,630,16,1,2.8
979,631,7,1,3.3
980,632,15,1,4.5
981,632,15,2,4.5
982,633,4,1,3.4
983,634,7,1,3.3
984,635,4,1,3.4
985,636,2,1,2.8
986,636,1,2,2.5
987,637,10,1,2.6
988,638,3,1,3.2
989,638,21,1,3.2
990,639,6,1,3.7
991,639,20,1,3.9
992,640,11,1,2.6
993,641,1,2,2.5
994,642,17,2,4.2
995,643,18,1,3.8
996,644,18,1,3.8
997,645,8,2,3.1
998,646,17,1,4.2
999,647,19,1,3.8
1000,647,20,1,3.9
1001,648,19,1,3.8
1002,648,5,1,3.5
1003,649,20,1,3.9
1004,650,12,1,2.7
1005,651,2,1,2.8
1006,652,13,1,2.8
1007,653,1,1,2.5
1008,653,11,1,2.6
1009,654,12,1,2.7
1010,655,7,1,3.3
1011,656,3,2,3.2
1012,656,2,2,2.8
1013,657,5,1,3.5
1014,658,18,1,3.8
1015,659,21,2,3.2
1016,660,19,1,3.8
1017,661,14,1,2.9
1018,661,9,1,2.6
1019,661,20,1,3.9
1020,662,11,1,2.6
1021,662,11,1,2.6
1022,663,17,1,4.2
1023,664,2,1,2.8
1024,664,22,1,4.0
1025,665,8,2,3.1
1026,666,6,1,3.7
1027,667,3,1,3.2
1028,667,7,1,3.3
1029,667,22,1,4.0
1030,668,2,1,2.8
1031,669,8,1,3.1
1032,670,6,1,3.7
1033,671,21,1,3.2
1034,672,5,2,3.5
1035,672,21,2,3.2
1036,673,6,1,3.7
1037,673,18,1,3.8
1038,674,17,2,4.2
1039,674,2,1,2.8
1040,675,4,1,3.4
1041,676,8,1,3.1
1042,676,16,1,2.8
1043,677,2,1,2.8
1044,677,16,1,2.8
1045,678,5,1,3.5
1046,679,15,1,4.5
1047,679,4,1,3.4
1048,680,8,1,3.1
1049,681,17,1,4.2
1050,681,1,1,2.5
1051,682,1,1,2.5
1052,683,23,1,4.1
1053,683,2,2,2.8
1054,684,1,1,2.5
1055,685,9,1,2.6
1056,685,2,2,2.8
1057,686,13,1,2.8
1058,687,15,2,4.5
1059,687,4,1,3.4
1060,688,20,2,3.9
1061,688,21,1,3.2
1062,689,21,1,3.2
1063,689,3,1,3.2
1064,690,9,1,2.6
1065,691,14,1,2.9
1066,691,7,2,3.3
1067,692,3,1,3.2
1068,693,17,1,4.2
1069,693,2,1,2.8
1070,693,14,1,2.9
1071,694,22,1,4.0
1072,695,8,2,3.1
1073,695,4,1,3.4
1074,696,8,1,3.1
1075,696,1,1,2.5
1076,697,2,1,2.8
1077,697,7,1,3.3
1078,698,13,2,2.8
1079,699,22,2,4.0
1080,699,17,1,4.2
1081,700,15,2,4.5
1082,700,7,1,3.3
1083,700,7,1,3.3
1084,701,5,2,3.5
1085,701,9,2,2.6
1086,702,15,1,4.5
1087,702,8,2,3.1
1088,703,20,1,3.9
1089,703,16,2,2.8
1090,704,16,2,2.8
1091,705,5,1,3.5
1092,705,20,1,3.9
1093,706,23,1,4.1
1094,707,1,1,2.5
1095,708,5,1,3.5
1096,708,4,1,3.4
1097,709,8,1,3.1
1098,710,5,1,3.5
1099,711,4,1,3.4
1100,711,16,1,2.8
1101,712,19,2,3.8
1102,713,5,1,3.5
1103,714,8,1,3.1
1104,714,16,1,2.8
1105,715,14,2,2.9
1106,716,6,1,3.7
1107,716,1,2,2.5
1108,717,6,2,3.7
1109,717,18,1,3.8
1110,718,5,1,3.5
1111,718,16,1,2.8
1112,719,13,1,2.8
1113,720,1,1,2.5
1114,720,17,1,4.2
1115,721,20,1,3.9
1116,721,6,1,3.7
1117,721,7,1,3.3
1118,722,4,1,3.4
1119,723,6,2,3.7
1120,724,5,1,3.5
1121,725,4,1,3.4
1122,726,7,1,3.3
1123,726,7,1,3.3
1124,726,18,1,3.8
1125,727,9,2,2.6
1126,728,6,1,3.7
1127,729,7,1,3.3
1128,729,23,1,4.1
1129,730,7,1,3.3
1130,731,2,1,2.8
1131,732,14,1,2.9
1132,733,13,1,2.8
1133,734,2,1,2.8
1134,734,7,1,3.3
1135,735,11,2,2.6
1136,736,9,1,2.6
1137,737,7,1,3.3
1138,738,4,1,3.4
1139,739,8,1,3.1
1140,739,17,1,4.2
1141,739,7,1,3.3
1142,740,7,1,3.3
1143,740,17,2,4.2
1144,741,20,1,3.9
1145,742,17,1,4.2
1146,743,6,1,3.7
1147,744,5,1,3.5
1148,745,20,1,3.9
1149,746,23,1,4.1
1150,747,4,1,3.4
